train/reward_max,time/iterations,time/total_timesteps,time/time_elapsed,train/reward_min,train/reward,train/reward_mean,time/fps,train/explained_variance,train/std,train/learning_rate,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/loss,train/approx_kl,train/clip_range,train/entropy_loss,train/value_loss
5.0303807,22,45056,40,-5.2249103,0.77055484,0.0016521567,1124,0.5675666928291321,1.0436102151870728,0.0003,210,0.2947265625,-0.01394975839793915,1.0728394985198975,0.032407325,0.2,-42.342519474029544,3.180149668455124
4.9669456,23,47104,41,-5.017894,-0.5980504,0.0062127183,1126,0.510214775800705,1.0462995767593384,0.0003,220,0.357470703125,-0.020409186434699224,1.2058290243148804,0.041355804,0.2,-42.41439952850342,3.5059443429112433
4.9336414,24,49152,43,-5.143467,-0.76390606,0.009049155,1129,0.5269283056259155,1.0495100021362305,0.0003,230,0.325146484375,-0.019175135871046224,0.8273859024047852,0.03953855,0.2,-42.491233110427856,2.9076168715953825
4.951808,25,51200,45,-4.954499,4.1712165,0.0022618969,1129,0.5326374769210815,1.053186058998108,0.0003,240,0.299072265625,-0.019598765185219236,0.8272342681884766,0.037088748,0.2,-42.58827035427093,2.8378818824887277
5.1065497,26,53248,47,-5.0778084,1.349219,0.014636635,1128,0.5601222217082977,1.0556938648223877,0.0003,250,0.319921875,-0.01602089605294168,1.1361720561981201,0.03270488,0.2,-42.668343496322635,2.8263801276683806
4.9994836,27,55296,48,-5.1667886,0.029943975,0.003862988,1128,0.5834336578845978,1.0588023662567139,0.0003,260,0.308984375,-0.018679525566403753,0.811002254486084,0.030089907,0.2,-42.7518893957138,2.7947070099413396
5.0655985,28,57344,50,-4.922168,-0.41482574,0.01803034,1129,0.5841010808944702,1.062394380569458,0.0003,270,0.352783203125,-0.01330968654656317,0.7752105593681335,0.03918761,0.2,-42.84233045578003,2.6376362964510918
5.1005673,29,59392,52,-5.108362,-0.34235466,0.012486393,1130,0.640018105506897,1.066454529762268,0.0003,280,0.38857421875,-0.012855479496647605,1.0774048566818237,0.04223229,0.2,-42.94932560920715,2.577004796266556
4.597286,30,61440,54,-4.948389,-2.4572933,0.0080775665,1135,0.6749990880489349,1.0695631504058838,0.0003,290,0.3490234375,-0.005350491154240444,0.5184733271598816,0.04448424,0.2,-43.03850769996643,2.424561446160078
5.115549,31,63488,55,-5.0818806,0.9456598,0.007092034,1138,0.6603222191333771,1.0710502862930298,0.0003,300,0.325341796875,-0.015570207854034379,0.3176644444465637,0.029970828,0.2,-43.10940339565277,2.197868663072586
4.792103,32,65536,57,-5.2359767,-0.17889084,0.0014200964,1140,0.6774497330188751,1.0749388933181763,0.0003,310,0.389013671875,-0.015578776155598462,0.39326077699661255,0.03862776,0.2,-43.183879661560056,2.416487891972065
5.2780557,33,67584,59,-5.0919976,-1.9964609,0.012994604,1135,0.7242454290390015,1.0777643918991089,0.0003,320,0.312841796875,-0.017041441932087766,0.444502055644989,0.031165581,0.2,-43.26702308654785,2.330839291960001
4.832566,34,69632,61,-4.9788294,0.99503803,0.008363969,1129,0.7533417642116547,1.081043004989624,0.0003,330,0.363037109375,-0.02471902370452881,0.7564470767974854,0.04217262,0.2,-43.351141691207886,2.282025772333145
5.6486163,35,71680,63,-4.8888497,0.7720151,0.011707071,1120,0.7459166944026947,1.0837551355361938,0.0003,340,0.3193359375,-0.015766464173793793,0.684059739112854,0.030706786,0.2,-43.423644876480104,2.5515578225255013
5.557904,36,73728,66,-5.2011733,-0.34831744,0.015452972,1112,0.6781767308712006,1.0862597227096558,0.0003,350,0.346435546875,-0.011326174048008397,1.1664352416992188,0.03019814,0.2,-43.496445178985596,3.344225235283375
6.2141013,37,75776,68,-5.2556505,-0.36763972,0.007420286,1105,0.722886472940445,1.0876569747924805,0.0003,360,0.345654296875,-0.014241015340667218,1.2212847471237183,0.037665322,0.2,-43.54811203479767,3.1999178141355515
5.2969546,38,77824,70,-5.1328053,-0.069314405,0.014095264,1105,0.7462974488735199,1.0905990600585938,0.0003,370,0.35537109375,-0.011701209008606384,1.3791511058807373,0.034902412,0.2,-43.60426301956177,3.4500182449817656
5.1627107,39,79872,72,-5.021647,-0.70311755,0.014671589,1106,0.7709122449159622,1.0927698612213135,0.0003,380,0.281396484375,-0.01795791478944011,0.8913205862045288,0.027175924,0.2,-43.674539947509764,3.2749198243021964
4.923483,40,81920,74,-5.1805134,-0.4780692,0.016061531,1106,0.7360427677631378,1.0951931476593018,0.0003,390,0.317578125,-0.02002266297931783,0.5984285473823547,0.031699717,0.2,-43.7360780954361,2.600298822671175
