index,rouge1,rouge2,rougeL,tag_jaccard,number_f1,prediction_length,reference_length
0,0.2285714285714286,0.1212121212121212,0.2285714285714286,0.18181818181818182,0,27,155
1,0.3636363636363636,0.2,0.3636363636363636,0.4,0,27,93
