train/reward_max,train/reward_mean,train/reward,train/reward_min,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/std,train/loss,train/entropy_loss,train/n_updates,train/approx_kl,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/clip_range
4.429346,-0.0068048267,0.008565991,-4.640515,771,13,17,13312,1.0948173999786377,0.11210131645202637,-43.65228214263916,120,0.05543425,2.9296865321695806,0.496875,-0.018234061636030675,0.326313316822052,0.0005,0.2
5.337668,-0.020261036,-0.03165818,-4.958945,781,14,18,14336,1.1043964624404907,0.3720729351043701,-43.870696902275085,130,0.06401032,3.0763099178671838,0.49365234375,-0.009413433936424553,0.37117254734039307,0.0005,0.2
4.6845937,-0.014366782,-0.60115284,-4.4351764,794,15,19,15360,1.1131503582000732,0.6357589364051819,-44.127397084236144,140,0.05020017,3.06895000487566,0.368359375,-0.023965501860948278,0.43735623359680176,0.0005,0.2
4.9174857,-0.0031932006,1.1584861,-4.710974,805,16,20,16384,1.1167912483215332,0.4224717617034912,-44.28012642860413,150,0.051671118,3.1778395019471644,0.41259765625,-0.0194674895668868,0.4848390221595764,0.0005,0.2
5.397823,-0.008377035,0.58093435,-4.476611,815,17,21,17408,1.123228669166565,0.5381141304969788,-44.40359418392181,160,0.04704117,2.9674824833869935,0.410546875,-0.00869139576680027,0.4417044520378113,0.0005,0.2
4.3774853,0.0035838555,0.23219557,-4.7876096,825,18,22,18432,1.1279377937316895,0.5756455063819885,-44.55930600166321,170,0.041653864,3.458020010590553,0.4169921875,-0.016849123098654672,0.5283414125442505,0.0005,0.2
5.2363677,-0.014999179,1.0225246,-4.385333,796,19,24,19456,1.136745572090149,0.9829621315002441,-44.72681193351745,180,0.063896865,3.1217926926910877,0.4513671875,-0.01333063502679579,0.38351964950561523,0.0005,0.2
4.7947826,-0.0049961624,0.24810244,-4.8545823,785,20,26,20480,1.1480740308761597,0.5144809484481812,-44.993261909484865,190,0.03571565,3.4825306221842767,0.40224609375,-0.0174377654097043,0.3926742672920227,0.0005,0.2
4.455869,-0.0014919735,0.1645387,-4.7428737,792,21,27,21504,1.1565983295440674,0.29691118001937866,-45.2300030708313,200,0.048942775,2.9233145989477634,0.401171875,-0.016132582142017782,0.48738300800323486,0.0005,0.2
4.668782,-0.0055300943,0.3634224,-4.955577,796,22,28,22528,1.1655688285827637,0.798450767993927,-45.46039791107178,210,0.058356725,3.1960043139755725,0.4482421875,-0.015605097758816555,0.39347463846206665,0.0005,0.2
5.0570703,-0.014515999,1.4825101,-4.521443,803,23,29,23552,1.1739704608917236,0.519451379776001,-45.687386345863345,220,0.051334724,3.076871647685766,0.4703125,-0.028437407879391686,0.4182177186012268,0.0005,0.2
4.734851,-0.009509587,3.4058306,-4.658073,808,24,30,24576,1.1824814081192017,0.3599136471748352,-45.87071583271027,230,0.05733136,3.2181332513689993,0.42041015625,-0.012238063738914206,0.38112539052963257,0.0005,0.2
5.0465274,-0.021295523,-0.10854941,-4.68881,813,25,31,25600,1.1947230100631714,1.2250568866729736,-46.139798974990846,240,0.050795462,3.32217383235693,0.4365234375,-0.021567188360495492,0.3856087923049927,0.0005,0.2
4.668878,-0.00064134464,-0.49327663,-4.8814397,818,26,32,26624,1.20058012008667,0.42372751235961914,-46.337293362617494,250,0.06601922,2.965456622838974,0.46171875,-0.011849039333174004,0.4908265471458435,0.0005,0.2
4.7304626,-0.019443737,-1.5117936,-4.9667816,823,27,33,27648,1.2112711668014526,0.9543423056602478,-46.53822047710419,260,0.049502827,3.0177557855844497,0.40537109375,-0.020868757920106874,0.48043888807296753,0.0005,0.2
4.8273644,-0.0054434193,-1.295552,-4.9074116,829,28,34,28672,1.2177432775497437,0.3092597723007202,-46.76260716915131,270,0.04341227,3.3085621789097788,0.41416015625,-0.014129077922552824,0.41570353507995605,0.0005,0.2
5.440107,-0.0050789723,-0.038086347,-4.6579647,834,29,35,29696,1.2232884168624878,0.45678848028182983,-46.90582971572876,280,0.04959456,3.1320158891379832,0.4298828125,-0.018232663194066846,0.468599796295166,0.0005,0.2
5.155614,-0.009245544,0.55251527,-4.8093095,839,30,36,30720,1.2288992404937744,0.05956006050109863,-47.029549551010135,290,0.03548738,3.628276626765728,0.3404296875,-0.018071394955040888,0.4121628999710083,0.0005,0.2
5.234302,-0.017070374,-0.5533261,-5.0271177,835,31,37,31744,1.2345900535583496,0.5993518233299255,-47.16640496253967,300,0.035786472,3.0824571892619135,0.3185546875,-0.03126255979877897,0.509483277797699,0.0005,0.2
5.038923,-0.009243973,-0.122380175,-4.705234,822,32,39,32768,1.2428091764450073,-0.12091958522796631,-47.326059794425966,310,0.032253455,3.0040091298520566,0.34873046875,-0.018889361806213856,0.5523755848407745,0.0005,0.2
5.197469,-0.0105355205,0.44774768,-4.892634,815,33,41,33792,1.2478933334350586,0.4997742772102356,-47.495197248458865,320,0.039160114,2.8377723887562754,0.37763671875,-0.01504643853113521,0.5450513660907745,0.0005,0.2
5.201807,-0.007595208,-0.5592385,-5.1497602,818,34,42,34816,1.2565205097198486,0.45858174562454224,-47.63296809196472,330,0.04296902,2.6664600126445293,0.40078125,-0.012648667639587075,0.5939981341362,0.0005,0.2
4.8574038,-0.018865118,-0.5696813,-4.9761724,822,35,43,35840,1.2623167037963867,0.36143821477890015,-47.80762569904327,340,0.034372874,3.016730397939682,0.33310546875,-0.012523127577151173,0.6047263145446777,0.0005,0.2
5.2718954,-0.020825697,-2.1540089,-5.255548,825,36,44,36864,1.2717883586883545,0.8453978896141052,-47.97895724773407,350,0.04759364,2.9186486177146436,0.36806640625,-0.01856532858510036,0.6337282359600067,0.0005,0.2
5.433938,-0.0073850905,0.9314468,-5.178916,828,37,45,37888,1.2810511589050293,0.6998184323310852,-48.188328337669375,360,0.055757754,4.337772330641746,0.4009765625,-0.015966473473235966,0.5676887631416321,0.0005,0.2
5.220525,-0.014291216,0.3792685,-4.904134,832,38,46,38912,1.2852998971939087,0.7411516904830933,-48.3291116476059,370,0.042103965,3.1604312524199485,0.4166015625,-0.005225465969124344,0.5517043471336365,0.0005,0.2
4.8470564,-0.010577936,1.2979476,-4.824561,835,39,47,39936,1.2948155403137207,0.2104783058166504,-48.48249800205231,380,0.0448457,3.405786672234535,0.375,-0.013294054692960345,0.5051692128181458,0.0005,0.2
4.823603,-0.016545828,-0.9162307,-5.076232,839,40,48,40960,1.303356647491455,-0.12898564338684082,-48.71035006046295,390,0.039417036,2.572230704128742,0.40185546875,-0.012128173143719324,0.61727574467659,0.0005,0.2
4.9482417,-0.028561173,1.824982,-4.801668,843,41,49,41984,1.3119587898254395,0.5258359909057617,-48.88881378173828,400,0.03239132,2.8849315240979196,0.386328125,-0.01678982573794201,0.6243548691272736,0.0005,0.2
5.086089,-0.00856485,0.24086931,-4.988919,846,42,50,43008,1.3155310153961182,1.00913405418396,-49.01682722568512,410,0.033638723,2.781629729270935,0.3755859375,-0.02082040554378182,0.6547256708145142,0.0005,0.2
4.680646,-0.021705408,1.610542,-4.7181478,849,43,51,44032,1.3222315311431885,0.06708335876464844,-49.121799564361574,420,0.061137475,2.6857505030930042,0.50869140625,0.006788367146509699,0.6233929395675659,0.0005,0.2
5.652984,-0.014336731,1.168976,-5.2017426,844,44,53,45056,1.3291693925857544,0.7878555059432983,-49.28507928848266,430,0.03227435,3.118649935722351,0.3853515625,-0.008924524229951204,0.666022539138794,0.0005,0.2
5.595934,-0.020012321,-0.08756351,-5.300651,833,45,55,46080,1.3347959518432617,0.4525024890899658,-49.41793768405914,440,0.033336356,2.717042500525713,0.3998046875,-0.010332554820342921,0.6343823969364166,0.0005,0.2
5.3559575,-0.0116125895,-0.5674156,-4.9272156,830,46,56,47104,1.3442511558532715,0.1393439769744873,-49.57489058971405,450,0.028219327,2.533628299087286,0.33759765625,-0.007846157875610516,0.6714466512203217,0.0005,0.2
5.1936007,-0.009096375,-0.25657564,-4.6397696,831,47,57,48128,1.3529744148254395,0.3662118911743164,-49.76829404830933,460,0.035752628,2.590527883917093,0.298046875,-0.010786863302928395,0.6706820130348206,0.0005,0.2
5.0394373,-0.023932528,-0.8114034,-5.0890713,834,48,58,49152,1.3582849502563477,0.05382055044174194,-49.92040450572968,470,0.05216299,2.4787958286702634,0.4443359375,0.0017307557223830371,0.6945273578166962,0.0005,0.2
4.724139,-0.015217205,1.601779,-4.8025184,833,49,60,50176,1.3657339811325073,0.3754754066467285,-50.06969094276428,480,0.05329028,2.4823500245809553,0.33466796875,-0.02146611356874928,0.683323860168457,0.0005,0.2
5.0527654,-0.021695087,4.9603267,-5.1550016,835,50,61,51200,1.377326488494873,0.315618097782135,-50.24799942970276,490,0.051535707,2.3572574473917483,0.37548828125,-0.008331112923042384,0.6778272092342377,0.0005,0.2
4.599125,-0.0054485514,0.7077972,-4.8984404,838,51,62,52224,1.383161187171936,0.35777318477630615,-50.45164046287537,500,0.036644917,2.7877686858177184,0.39755859375,-0.010223503215820528,0.6563425362110138,0.0005,0.2
4.449316,-0.0025873182,1.5691409,-4.7792435,841,52,63,53248,1.3881474733352661,0.38549935817718506,-50.559419417381285,510,0.047582712,2.363367895036936,0.39541015625,-0.017602672913926653,0.6552031636238098,0.0005,0.2
5.1592073,-0.01075936,-1.9706467,-4.779848,844,53,64,54272,1.3984473943710327,0.023304104804992676,-50.72514626979828,520,0.03812086,2.0105897553265093,0.36923828125,-0.005920648475876078,0.6825664639472961,0.0005,0.2
4.4275794,0.00816499,0.1497641,-4.6435275,846,54,65,55296,1.4055628776550293,0.16912412643432617,-50.89867799282074,530,0.060256854,2.066499096155167,0.45380859375,-0.0003424861584790051,0.7495123147964478,0.0005,0.2
4.1111712,-0.005735974,1.2391758,-4.7128596,849,55,66,56320,1.410599708557129,0.22386956214904785,-51.01275570392609,540,0.035431214,2.0885755628347398,0.39765625,-0.009998986090067774,0.6440015733242035,0.0005,0.2
3.941192,-0.001240753,-0.9098582,-4.6025486,850,56,67,57344,1.4276096820831299,0.0008138418197631836,-51.25289506912232,550,0.04663299,2.028218974173069,0.373046875,-0.011891541178920306,0.5917929112911224,0.0005,0.2
4.217052,0.005440267,-0.24841134,-4.7145357,840,57,69,58368,1.4344547986984253,0.5808700323104858,-51.46853423118591,560,0.069095075,2.0892987452447414,0.4490234375,-0.007226106419693679,0.6784862279891968,0.0005,0.2
4.197958,0.0055837575,-0.5876935,-4.9478383,834,58,71,59392,1.4448504447937012,-0.11408078670501709,-51.67444562911987,570,0.045236975,2.4475600488483904,0.3873046875,-0.01576573450001888,0.550161212682724,0.0005,0.2
3.994888,0.013572614,0.10560235,-4.9805236,836,59,72,60416,1.4591206312179565,-0.0875474214553833,-51.90988609790802,580,0.079849795,2.0017414070665835,0.45703125,-0.00889072819845751,0.6120622754096985,0.0005,0.2
4.4468765,0.023068989,-2.8652577,-4.6414275,837,60,73,61440,1.46742582321167,-0.2786991000175476,-52.13031647205353,590,0.06958267,2.0783848226070405,0.49912109375,-0.006383727386128158,0.615912139415741,0.0005,0.2
3.7136185,0.022954606,-0.6459783,-4.841842,839,61,74,62464,1.4786076545715332,-0.24774980545043945,-52.331700038909915,600,0.056740932,2.4406688779592516,0.44072265625,-0.014286812470527366,0.5377974808216095,0.0005,0.2
3.974289,0.021006268,0.914676,-4.7369485,841,62,75,63488,1.48885977268219,-0.24757957458496094,-52.55254957675934,610,0.03908401,2.47032855078578,0.3716796875,-0.015056532947346568,0.6088818907737732,0.0005,0.2
4.430214,0.015178225,0.23802608,-5.030759,843,63,76,64512,1.4925647974014282,-0.09464573860168457,-52.673859930038454,620,0.038889386,2.2296522222459316,0.33203125,-0.01798649989068508,0.6356387138366699,0.0005,0.2
4.392579,0.012798632,0.19025916,-4.812631,845,64,77,65536,1.5039114952087402,-0.07821893692016602,-52.833981561660764,630,0.04228615,2.3544433057308196,0.38466796875,-0.00201681487087626,0.60117968916893,0.0005,0.2
4.6585627,0.015039405,0.72948074,-4.8953314,847,65,78,66560,1.5087389945983887,0.011181831359863281,-52.975595808029176,640,0.03775563,2.198563687503338,0.3560546875,-0.005531764024635777,0.6563036143779755,0.0005,0.2
4.3028655,0.013842148,-2.3276882,-4.760845,849,66,79,67584,1.5161054134368896,0.48826003074645996,-53.0989648103714,650,0.037408452,2.6151397258043287,0.3619140625,-0.014896036841673777,0.6016996204853058,0.0005,0.2
4.1096125,0.026783874,2.0469081,-4.7032695,852,67,80,68608,1.5263255834579468,-0.20191800594329834,-53.26454689502716,660,0.026960297,2.3279897034168244,0.36748046875,-0.016906699165701866,0.6561700701713562,0.0005,0.2
3.8545496,0.025700323,0.96724284,-4.9428988,854,68,81,69632,1.5317333936691284,0.6381330490112305,-53.410510015487674,670,0.05758598,2.6175858207046985,0.4103515625,-0.016722086336812936,0.6053388714790344,0.0005,0.2
4.5308805,0.004278065,-0.4150892,-4.7049475,853,69,82,70656,1.5390022993087769,-0.02522909641265869,-53.539887404441835,680,0.05765906,2.8962495639920234,0.39677734375,-0.010151172766927629,0.5546921193599701,0.0005,0.2
4.911905,0.0032876777,-0.04235773,-5.164521,847,70,84,71680,1.5491087436676025,0.45712363719940186,-53.69321522712708,690,0.059412792,2.4007930256426335,0.3849609375,-0.014560640588751995,0.5814610421657562,0.0005,0.2
3.9140995,0.018257307,0.038183928,-4.8263125,842,71,86,72704,1.5555936098098755,0.06829023361206055,-53.849681973457336,700,0.042488005,2.2717880599200724,0.41767578125,-0.007802233021357097,0.6040602326393127,0.0005,0.2
4.8449426,-0.005676417,-0.51790494,-5.118556,843,72,87,73728,1.56430184841156,-0.2483130693435669,-53.99911255836487,710,0.059833903,2.5060009509325027,0.4115234375,-0.01595789685670752,0.5658556222915649,0.0005,0.2
4.287397,0.017299099,-1.1517383,-5.0856338,844,73,88,74752,1.5730198621749878,0.08047664165496826,-54.13570768833161,720,0.06432906,2.4161661937832832,0.40791015625,-0.01291867348481901,0.584515392780304,0.0005,0.2
4.328263,0.011338528,-0.020568332,-4.875267,846,74,89,75776,1.587855339050293,0.018189072608947754,-54.35147271156311,730,0.05480031,2.5171102575957773,0.461328125,-0.012203606381081044,0.6201258301734924,0.0005,0.2
4.2168627,0.022648474,-0.2291719,-4.743469,847,75,90,76800,1.597717523574829,-0.018427014350891113,-54.5936359167099,740,0.04690119,2.0982318848371504,0.41474609375,-0.009268902736948803,0.5696186423301697,0.0005,0.2
4.00383,0.03434598,-0.3897123,-4.867905,848,76,91,77824,1.6119145154953003,-0.12397009134292603,-54.797023224830625,750,0.074286185,2.281852476298809,0.42646484375,-0.015829634590772912,0.6843706965446472,0.0005,0.2
4.269624,0.0145412255,-0.5241115,-4.923484,850,77,92,78848,1.6255687475204468,0.12616777420043945,-55.04835560321808,760,0.06542052,2.268028814345598,0.50458984375,0.001170512055978179,0.680292397737503,0.0005,0.2
4.0700674,0.032707434,-0.45941648,-4.5418096,851,78,93,79872,1.6387507915496826,0.2929025888442993,-55.29968633651733,770,0.04316217,2.39581753462553,0.3556640625,-0.016000662007718346,0.6466732323169708,0.0005,0.2
4.0744324,0.02483286,-0.31088787,-4.946727,852,79,94,80896,1.6484664678573608,-0.19495338201522827,-55.49697651863098,780,0.06275393,2.149301515519619,0.45498046875,-0.0021132185676833613,0.6866685748100281,0.0005,0.2
