train/reward_max,train/reward_mean,train/reward,train/reward_min,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/std,train/loss,train/entropy_loss,train/n_updates,train/approx_kl,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/clip_range
5.068887,-0.010480481,0.04028049,-4.9785047,908,16,36,32768,1.027971625328064,1.5011029243469238,-41.93469634056091,150,0.026447916,3.5873761013150216,0.264892578125,-0.02553423651843332,0.4444435238838196,0.0003,0.2
4.876244,-0.00778012,-0.483021,-4.606513,862,17,40,34816,1.0304450988769531,0.8271346092224121,-41.967849946022035,160,0.037068613,3.066980351507664,0.3337890625,-0.025467621980351397,0.4929661154747009,0.0003,0.2
5.033999,-0.016597545,-2.5884807,-4.649025,846,18,43,36864,1.0344246625900269,1.2450512647628784,-42.06438219547272,170,0.032701425,2.7941665083169935,0.285009765625,-0.01857624312979169,0.5482559204101562,0.0003,0.2
5.235848,-0.00980646,0.14638986,-4.891086,855,19,45,38912,1.0346312522888184,0.7185769081115723,-42.12450642585755,180,0.02464333,2.8890894539654255,0.257080078125,-0.02033538535470143,0.5865269899368286,0.0003,0.2
5.2474585,-0.0076305647,-0.600388,-5.0967817,865,20,47,40960,1.0373005867004395,1.5242648124694824,-42.16220808029175,190,0.025402121,3.611712561547756,0.2861328125,-0.023085349140455947,0.5624342560768127,0.0003,0.2
5.0461116,-0.0043071685,-0.03040074,-5.19322,870,21,49,43008,1.0412285327911377,1.4017809629440308,-42.253268527984616,200,0.024892163,3.4219615340232847,0.259375,-0.023241289668658283,0.5961814820766449,0.0003,0.2
4.9353805,-0.007906403,0.75264,-4.9835997,880,22,51,45056,1.0435489416122437,1.0087186098098755,-42.34763958454132,210,0.032188483,2.9604824095964433,0.29296875,-0.017795755914994514,0.6335593461990356,0.0003,0.2
5.1831903,-0.00299462,-0.5844898,-5.0492344,888,23,53,47104,1.0478813648223877,0.8577858805656433,-42.443771314620975,220,0.03283951,2.814808022975922,0.323046875,-0.019574394723167642,0.6543395519256592,0.0003,0.2
6.0167193,-0.005419387,-1.2139012,-5.2109365,870,24,56,49152,1.0494669675827026,1.2847676277160645,-42.51727180480957,230,0.037388954,3.028065878152847,0.33203125,-0.015793663797376213,0.6650057137012482,0.0003,0.2
5.5508323,-0.0055199405,5.41474,-5.0396895,852,25,60,51200,1.05370032787323,1.102759599685669,-42.60285174846649,240,0.030258242,3.6775657042860983,0.349560546875,-0.0184217012982117,0.5392354428768158,0.0003,0.2
5.6467695,0.0010214889,1.3683406,-5.4355702,846,26,62,53248,1.0566363334655762,1.0312526226043701,-42.69563536643982,250,0.026457181,3.265656992793083,0.267431640625,-0.024438149557681754,0.6427112519741058,0.0003,0.2
5.6709247,-0.003783439,0.53538716,-5.083479,851,27,64,55296,1.0586676597595215,1.5993801355361938,-42.76025874614716,260,0.022648353,3.657810780405998,0.2453125,-0.02595802071155049,0.6431740820407867,0.0003,0.2
5.4349465,0.0035159471,-0.08079128,-4.920783,858,28,66,57344,1.0599446296691895,0.9525649547576904,-42.80971932411194,270,0.029229416,3.276072013378143,0.28349609375,-0.020550028485013173,0.649586409330368,0.0003,0.2
5.694514,0.0021427467,-0.6894082,-5.3184915,864,29,68,59392,1.0630546808242798,1.173616886138916,-42.872319316864015,280,0.028211324,3.5447317197918893,0.277685546875,-0.01908621568873059,0.6916302740573883,0.0003,0.2
5.4321547,-0.005064129,-1.9524378,-4.9715147,871,30,70,61440,1.0651769638061523,1.4945738315582275,-42.943272018432616,290,0.033836212,3.293841043114662,0.34140625,-0.02403432932042051,0.6741256713867188,0.0003,0.2
5.5415034,0.004131865,0.7198772,-4.8568063,877,31,72,63488,1.0649724006652832,1.3445920944213867,-42.96698954105377,300,0.028805297,3.2474424064159395,0.283056640625,-0.02120558770839125,0.6899071633815765,0.0003,0.2
6.0910354,-0.0047893478,0.28006768,-5.430798,884,32,74,65536,1.0690702199935913,0.8023672103881836,-43.013112902641296,310,0.03944335,3.0267988726496697,0.357421875,-0.010702372824016492,0.6555463671684265,0.0003,0.2
5.25251,-0.00087865937,-2.334006,-5.122715,891,33,75,67584,1.0709763765335083,1.2323464155197144,-43.101722502708434,320,0.038850904,3.0784966818988324,0.375390625,-0.015259320472250693,0.6535622179508209,0.0003,0.2
5.719273,0.00674502,1.2367463,-5.020231,898,34,77,69632,1.0732921361923218,1.190367579460144,-43.15717113018036,330,0.033789173,2.8587551429867744,0.30986328125,-0.014502381058991886,0.6778644919395447,0.0003,0.2
5.265692,0.0060987677,0.99180365,-4.8708925,905,35,79,71680,1.0742051601409912,0.9393339157104492,-43.20070970058441,340,0.029714365,2.6515591964125633,0.307373046875,-0.015190084802452476,0.7226600348949432,0.0003,0.2
5.551514,0.011646683,-0.49391037,-5.0439577,911,36,80,73728,1.0771994590759277,0.8017064929008484,-43.254731678962706,350,0.04608501,2.64538414478302,0.397802734375,-0.015166919751209207,0.6894744038581848,0.0003,0.2
5.7351556,-0.00023456343,0.16471258,-4.853706,917,37,82,75776,1.0782878398895264,0.7539701461791992,-43.304657983779904,360,0.04144322,2.6856818445026875,0.33203125,-0.00990684939606581,0.6943530440330505,0.0003,0.2
5.3569446,0.0137423575,0.0719167,-4.890804,923,38,84,77824,1.0824955701828003,0.8054472208023071,-43.38190751075744,370,0.049435884,2.3611797109246253,0.410791015625,-0.0122348945325939,0.757231667637825,0.0003,0.2
5.4472713,0.00599175,-0.3237156,-5.1667457,928,39,85,79872,1.08556067943573,0.8829594850540161,-43.47993183135986,380,0.035646006,2.609373871982098,0.37412109375,-0.015753911953652278,0.7382667064666748,0.0003,0.2
5.630482,0.011371834,-0.4437966,-4.9699717,921,40,88,81920,1.0859047174453735,0.8459992408752441,-43.51352596282959,390,0.0469122,2.4345262363553046,0.356884765625,-0.01662631632061675,0.7654004544019699,0.0003,0.2
